customer_id,application_date,loan_amount,interest_rate,tenure_years,credit_score,employment_type,property_value,EMI,default_flag,years_before_default,outstanding_principal,recovery_value,LGD,EAD,PD,EL
202,2015-07-21,3755423,7.02,25,408,Salaried,5307952.648244958,26590.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
203,2015-07-22,1071295,8.95,10,520,Salaried,1635666.0881825695,13542.0,1,2.0,857036.0,1534789.058629489,0.0,857036.0,0.3,0.0
204,2015-07-23,8613287,8.74,20,852,Salaried,10863948.390149167,76062.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
205,2015-07-24,4445376,8.06,15,667,Self-employed,6365711.528184766,42636.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
206,2015-07-25,6251035,10.84,20,446,Salaried,7285401.299996337,63843.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
207,2015-07-26,4612600,9.48,20,411,Self-employed,7243536.300904269,42935.0,1,2.0,4151340.0,6800564.472580713,0.0,4151340.0,0.3,0.0
208,2015-07-27,1825816,6.99,30,857,Salaried,2500983.817428954,12135.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
209,2015-07-28,9763313,7.82,20,793,Salaried,13578671.460330581,80574.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
210,2015-07-29,3026793,10.6,20,804,Self-employed,3434011.2546935673,30422.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
211,2015-07-30,1554594,6.96,25,774,Salaried,2406714.153960715,10948.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
212,2015-07-31,9536326,11.61,15,570,Self-employed,15816007.935402425,112070.0,1,4.0,6993305.733333334,14470638.956313128,0.0,6993305.733333334,0.3,0.0
213,2015-08-01,4504473,9.47,25,720,Salaried,6708819.625847737,39262.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
214,2015-08-02,8299695,9.38,25,666,Salaried,9809551.10991103,71823.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
215,2015-08-03,3204664,10.05,10,579,Self-employed,4835064.432779767,42439.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
216,2015-08-04,5341747,11.45,25,582,Self-employed,7945913.533505651,54102.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
217,2015-08-05,1686976,8.59,30,339,Self-employed,2640150.4716353053,13079.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
218,2015-08-06,3472189,10.57,30,488,Salaried,4262285.123608422,31943.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
219,2015-08-07,9506404,9.89,10,463,Salaried,15314328.527166292,125049.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
220,2015-08-08,2241082,8.1,15,835,Salaried,3204464.1081072288,21547.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
221,2015-08-09,6184502,11.77,15,835,Self-employed,9031771.376795178,73312.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
222,2015-08-10,7561000,11.28,25,303,Self-employed,9863701.685453216,75642.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
223,2015-08-11,7671458,10.45,25,589,Self-employed,9365431.562312288,72159.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
224,2015-08-12,5892306,11.6,25,732,Salaried,7754432.75911387,60325.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
225,2015-08-13,4674515,11.7,15,770,Salaried,5316130.4962876905,55203.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
226,2015-08-14,2579159,10.75,20,480,Self-employed,2912879.46897309,26184.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
227,2015-08-15,5515488,11.52,30,547,Salaried,7785403.316376304,54704.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
228,2015-08-16,7041495,10.68,20,578,Self-employed,8450090.298538053,71154.0,1,5.0,5281121.25,7680592.248215642,0.0,5281121.25,0.3,0.0
229,2015-08-17,9767088,10.58,20,880,Salaried,11887302.306365145,98038.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
230,2015-08-18,7324167,10.21,15,553,Salaried,8439055.93245193,79649.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
231,2015-08-19,1791971,11.02,20,480,Self-employed,2440103.835952632,18521.0,1,3.0,1523175.3499999999,2188100.5649212953,0.0,1523175.3499999999,0.3,0.0
232,2015-08-20,1501157,7.45,10,808,Salaried,1977439.117704251,17780.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
233,2015-08-21,5378727,11.79,25,865,Salaried,7421674.24299612,55817.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
234,2015-08-22,5124499,11.73,10,625,Self-employed,5992773.523274964,72724.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
235,2015-08-23,6946594,6.68,30,656,Self-employed,10384934.873950917,44733.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
236,2015-08-24,6106799,11.45,25,690,Salaried,9088678.911209542,61851.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
237,2015-08-25,5327576,7.27,20,384,Self-employed,7484847.200190529,42172.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
238,2015-08-26,5962140,8.51,30,616,Salaried,8910648.046545692,45886.0,1,2.0,5564664.0,6864896.780702935,0.0,5564664.0,0.1,0.0
239,2015-08-27,3799487,10.96,25,511,Self-employed,4945303.732338322,37129.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
240,2015-08-28,3904941,7.46,20,814,Salaried,6098163.659971702,31362.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
241,2015-08-29,8983441,11.41,10,683,Salaried,12906206.873784777,125841.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
242,2015-08-30,6320385,11.49,25,641,Self-employed,7231285.361628262,64199.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
243,2015-08-31,3100021,9.54,20,337,Salaried,4289097.644987011,28977.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
244,2015-09-01,7928040,6.54,10,810,Salaried,9615921.61590905,90183.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
245,2015-09-02,1618467,8.22,30,719,Self-employed,2552631.4221139415,12125.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
246,2015-09-03,6333152,10.2,30,468,Self-employed,9392614.35664873,56516.0,1,4.0,5488731.733333333,8493875.363130568,0.0,5488731.733333333,0.3,0.0
247,2015-09-04,8328141,12.39,30,642,Salaried,9888511.69245422,88172.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
248,2015-09-05,6072148,10.29,30,605,Self-employed,7325568.251547335,54593.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
249,2015-09-06,2707923,8.06,15,841,Self-employed,3782824.8898836956,25972.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
250,2015-09-07,6134207,10.3,25,836,Salaried,6920991.777574979,57044.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
251,2015-09-08,9516999,9.74,25,411,Salaried,10899079.628596852,84743.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
252,2015-09-09,7730886,11.18,15,710,Self-employed,8699190.994608765,88745.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
253,2015-09-10,6853584,7.14,20,505,Self-employed,9409424.512453957,53713.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
254,2015-09-11,9170528,11.07,20,484,Self-employed,13910714.055272594,95094.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
255,2015-09-12,5301754,9.75,30,681,Salaried,6728134.775612455,45550.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
256,2015-09-13,3269042,12.28,10,795,Salaried,4058743.89538778,47432.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
257,2015-09-14,2983509,8.55,20,678,Salaried,4679041.351664703,25986.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
258,2015-09-15,8740141,10.3,10,346,Salaried,10455403.09226929,116958.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
259,2015-09-16,1116381,12.09,25,850,Salaried,1843983.625247134,11832.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
260,2015-09-17,2521701,7.12,10,827,Salaried,3385658.3113961774,29435.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
261,2015-09-18,7105525,12.12,25,803,Salaried,10160840.035695685,75468.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
262,2015-09-19,4438618,10.63,15,321,Self-employed,5399181.408014848,49423.0,1,3.0,3550894.4000000004,4656807.051094823,0.0,3550894.4000000004,0.3,0.0
263,2015-09-20,8913697,6.91,15,512,Self-employed,12847123.777674824,79671.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
264,2015-09-21,3457184,8.31,30,609,Salaried,4076665.3708216147,26119.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
265,2015-09-22,5103022,10.75,20,571,Salaried,6555059.043206664,51807.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
266,2015-09-23,2418175,6.9,30,870,Salaried,2885071.9371227645,15926.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
267,2015-09-24,4806688,9.99,25,501,Self-employed,5359808.491049898,43645.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
268,2015-09-25,8265795,8.58,30,331,Salaried,10284069.265175594,64026.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
269,2015-09-26,4772962,10.23,10,742,Self-employed,5330029.530516902,63685.0,1,2.0,3818369.6,4935871.708834283,0.0,3818369.6,0.02,0.0
270,2015-09-27,5041776,6.77,25,461,Self-employed,8283526.757182594,34898.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
271,2015-09-28,3727423,11.73,15,553,Self-employed,5313943.303022797,44090.0,1,1.0,3478928.1333333333,4934529.199126518,0.0,3478928.1333333333,0.3,0.0
272,2015-09-29,6709840,12.34,20,820,Self-employed,10610858.7866896,75478.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
273,2015-09-30,6130397,12.31,25,779,Self-employed,9032671.229762772,65975.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
274,2015-10-01,4451356,11.0,25,309,Salaried,5226642.918130933,43628.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
275,2015-10-02,4444084,7.28,10,804,Salaried,7289004.454198609,52243.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
276,2015-10-03,3927109,11.05,20,859,Self-employed,5194211.558110216,40669.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
277,2015-10-04,7979451,6.65,15,735,Salaried,10361058.221177865,70169.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
278,2015-10-05,9519981,6.63,25,410,Self-employed,12390237.117100744,65055.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
279,2015-10-06,8778484,8.44,25,452,Self-employed,11821455.146851076,70332.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
280,2015-10-07,9503902,9.43,10,401,Salaried,11352268.213456562,122614.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
281,2015-10-08,7214624,11.12,30,490,Salaried,11271741.72621935,69362.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
282,2015-10-09,5842611,10.6,15,862,Salaried,8428790.67389906,64947.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
283,2015-10-10,7357182,9.18,20,380,Salaried,9375576.60814653,67049.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
284,2015-10-11,5335868,8.14,25,788,Salaried,6609642.556020678,41679.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
285,2015-10-12,3215167,12.48,25,387,Self-employed,4457804.3483827505,35009.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
286,2015-10-13,4886402,9.06,15,493,Salaried,5664662.116647509,49736.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
287,2015-10-14,7545535,9.21,30,403,Salaried,10412689.75015115,61857.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
288,2015-10-15,7842385,7.48,25,395,Salaried,10879616.68989326,57853.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
289,2015-10-16,1688105,11.27,15,722,Self-employed,2763479.324082318,19474.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
290,2015-10-17,2989173,10.66,10,497,Salaried,3905667.576560891,40603.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
291,2015-10-18,4080761,7.82,30,300,Self-employed,5021830.727809049,29433.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
292,2015-10-19,2414466,6.99,20,706,Salaried,3806316.088531889,18705.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
293,2015-10-20,1445101,10.58,25,677,Salaried,2089413.9287815322,13727.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
294,2015-10-21,9106609,10.43,15,466,Self-employed,10914260.651841715,100270.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
295,2015-10-22,8413023,8.14,10,808,Salaried,11853070.556943059,102697.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
296,2015-10-23,8613269,12.21,20,612,Salaried,12808201.78995406,96104.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
297,2015-10-24,2105534,7.41,15,892,Self-employed,2626466.927563373,19411.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
298,2015-10-25,5353127,9.09,15,717,Salaried,8122765.6163410265,54582.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
299,2015-10-26,8315360,12.16,20,776,Self-employed,9572233.771254808,92489.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
300,2015-10-27,9073461,9.02,10,372,Self-employed,14364025.949621076,115037.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
301,2015-10-28,1498863,10.33,10,440,Self-employed,1845970.0966100714,20082.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
302,2015-10-29,9756262,8.89,30,881,Self-employed,13010698.01784486,77730.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
303,2015-10-30,3676188,8.15,25,561,Self-employed,4269777.265810445,28740.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
304,2015-10-31,4295990,12.4,20,639,Salaried,6735020.096276745,48506.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
305,2015-11-01,8782937,8.96,20,607,Salaried,10932638.343818357,78797.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
306,2015-11-02,7526818,11.86,20,544,Salaried,9754611.333341908,82143.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
307,2015-11-03,6491590,7.88,10,814,Self-employed,8724938.245103085,78350.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
308,2015-11-04,7512440,7.78,25,636,Self-employed,10051133.36314371,56892.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
309,2015-11-05,7099628,6.69,30,874,Self-employed,8694205.351036428,45765.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
310,2015-11-06,7555968,10.41,15,860,Self-employed,8573442.786465442,83102.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
311,2015-11-07,3699015,8.71,15,375,Salaried,5896014.449640224,36882.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
312,2015-11-08,9837590,11.69,20,474,Salaried,16237644.80104356,106202.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
313,2015-11-09,2172622,9.34,25,408,Self-employed,2581195.7668322125,18741.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
314,2015-11-10,3503771,12.31,10,482,Self-employed,5539989.687562741,50899.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
315,2015-11-11,4177825,7.61,25,491,Salaried,4662704.078836913,31173.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
316,2015-11-12,1996161,11.71,25,364,Self-employed,2540276.9573098356,20598.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
317,2015-11-13,5183839,11.16,10,773,Self-employed,6518421.058212833,71878.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
318,2015-11-14,1666326,11.13,20,399,Self-employed,2526008.8946529482,17347.0,1,5.0,1249744.5,1909810.8628967653,0.0,1249744.5,0.3,0.0
319,2015-11-15,1649150,11.57,25,843,Salaried,2453750.14965601,16848.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
320,2015-11-16,4375957,11.07,15,427,Salaried,5484995.0818190295,49930.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
321,2015-11-17,1118834,10.26,10,751,Self-employed,1281717.1076149682,14947.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
322,2015-11-18,4239576,7.29,30,668,Salaried,4738453.848237187,29036.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
323,2015-11-19,6893309,6.7,20,342,Self-employed,10453763.948084725,52210.0,1,5.0,5169981.75,9074521.872849809,0.0,5169981.75,0.3,0.0
324,2015-11-20,6948540,12.03,10,718,Self-employed,10853093.591159802,99812.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
325,2015-11-21,5249913,10.2,30,787,Salaried,8509870.864438342,46850.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
326,2015-11-22,5422201,11.28,30,377,Self-employed,6301301.161941507,52787.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
327,2015-11-23,2079600,9.39,25,569,Self-employed,3020854.643223384,18011.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
328,2015-11-24,4503157,7.2,25,614,Salaried,7498467.927740385,32404.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
329,2015-11-25,9272874,7.25,25,467,Self-employed,13899329.35333438,67025.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
330,2015-11-26,9849851,10.61,10,638,Self-employed,14028482.471035749,133516.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
331,2015-11-27,2985588,9.08,10,492,Self-employed,3327317.291365037,37950.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
332,2015-11-28,9640059,7.7,20,752,Salaried,12733505.196910914,78843.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
333,2015-11-29,5197355,9.45,25,582,Self-employed,7857943.061304721,45229.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
334,2015-11-30,2752683,6.89,30,635,Salaried,3929903.1638909406,18111.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
335,2015-12-01,8716868,9.99,15,689,Self-employed,12468836.978832418,93619.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
336,2015-12-02,2004646,8.11,20,824,Self-employed,3308445.884316089,16905.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
337,2015-12-03,4867500,11.29,10,539,Self-employed,7598880.090539218,67851.0,1,4.0,2920500.0,6413149.656817402,0.0,2920500.0,0.3,0.0
338,2015-12-04,1449395,8.36,20,782,Self-employed,1792565.6770856252,12450.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
339,2015-12-05,6143901,9.23,20,891,Salaried,9659078.160894312,56190.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
340,2015-12-06,7754350,6.57,20,854,Salaried,11587141.330279244,58134.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
341,2015-12-07,2260386,6.93,20,757,Self-employed,3205215.6594080226,17430.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
342,2015-12-08,4054390,8.85,15,388,Self-employed,4900628.08982986,40761.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
343,2015-12-09,8019431,9.38,25,394,Self-employed,10351388.893642886,69398.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
344,2015-12-10,4379569,10.1,30,751,Self-employed,5428993.460331088,38758.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
345,2015-12-11,3900603,8.25,20,727,Self-employed,5065036.06205779,33236.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
346,2015-12-12,9611474,10.67,20,450,Self-employed,11938566.51462931,97059.0,1,2.0,8650326.6,9940536.09463704,0.0,8650326.6,0.3,0.0
347,2015-12-13,2646711,11.66,20,813,Self-employed,4404925.262762457,28518.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
348,2015-12-14,6587774,11.18,25,675,Self-employed,7492326.783459792,65427.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
349,2015-12-15,7319707,6.74,10,321,Salaried,11558477.187563786,84010.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
350,2015-12-16,8967801,9.38,10,612,Salaried,12422932.45947755,115453.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
351,2015-12-17,2423286,7.13,15,818,Salaried,2915015.5720457397,21958.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
352,2015-12-18,4695961,7.95,10,505,Self-employed,6427811.220338244,56851.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
353,2015-12-19,9217316,12.42,20,674,Self-employed,10426205.71950164,104202.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
354,2015-12-20,4177945,7.35,20,750,Self-employed,5643761.430284382,33275.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
355,2015-12-21,8348340,9.49,20,894,Salaried,9679438.789481714,77763.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
356,2015-12-22,1183062,10.21,15,478,Self-employed,1402981.5559524898,12866.0,1,4.0,867578.8,1120024.026991557,0.0,867578.8,0.3,0.0
357,2015-12-23,3841992,10.71,20,509,Salaried,4296108.300791772,38901.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
358,2015-12-24,5294539,9.86,10,799,Self-employed,6030471.618954603,69558.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
359,2015-12-25,7095929,6.56,25,763,Salaried,8161520.35442958,48179.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
360,2015-12-26,5944505,8.46,25,423,Salaried,7253984.910163986,47707.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
361,2015-12-27,1803328,9.61,30,412,Salaried,2539542.897518025,15308.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
362,2015-12-28,5062958,7.03,10,311,Self-employed,8013068.22371775,58864.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
363,2015-12-29,2043233,8.6,20,425,Salaried,2533163.186018399,17861.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
364,2015-12-30,7468703,6.7,25,864,Self-employed,8358028.823368411,51367.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
365,2015-12-31,1529525,6.97,10,630,Self-employed,1869877.6385971648,17735.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
366,2016-01-01,1176615,8.88,25,582,Self-employed,1339164.3629290904,9778.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
367,2016-01-02,5381932,7.3,20,439,Self-employed,6397226.824336868,42701.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
368,2016-01-03,7665088,9.91,25,700,Self-employed,11811807.12573879,69167.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
369,2016-01-04,8474447,10.64,30,396,Salaried,12559180.735874625,78407.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
370,2016-01-05,5601020,11.3,30,816,Self-employed,7972304.92331271,54613.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
371,2016-01-06,4699391,7.7,25,868,Self-employed,7224518.026684413,35342.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
372,2016-01-07,9929860,7.5,10,368,Self-employed,12821070.341463394,117869.0,1,4.0,5957916.0,10901621.284564627,0.0,5957916.0,0.3,0.0
373,2016-01-08,8006454,7.13,10,417,Self-employed,8969458.501669766,93499.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
374,2016-01-09,4612610,10.32,10,358,Self-employed,5567842.069742057,61776.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
375,2016-01-10,8031883,10.74,25,332,Salaried,11047738.601209968,77216.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
376,2016-01-11,3164367,6.69,10,617,Salaried,5262093.499956473,36237.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
377,2016-01-12,1144356,12.12,20,349,Self-employed,1648968.8137660576,12696.0,1,5.0,858267.0,1269223.586435211,0.0,858267.0,0.3,0.0
378,2016-01-13,9744220,6.81,30,788,Salaried,12854700.28409363,63590.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
379,2016-01-14,9398043,9.75,20,318,Salaried,13478239.527595494,89142.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
380,2016-01-15,2748014,10.75,10,496,Self-employed,4339126.068812618,37466.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
381,2016-01-16,8156720,11.73,20,749,Salaried,11130447.319661563,88282.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
382,2016-01-17,3288627,10.78,10,858,Self-employed,4865006.677218676,44892.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
383,2016-01-18,7517963,11.31,25,751,Salaried,8613913.714636639,75375.0,1,1.0,7217244.4799999995,7537426.184624165,0.0,7217244.4799999995,0.02,0.0
384,2016-01-19,7597519,8.54,20,588,Salaried,12049486.74543612,66126.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
385,2016-01-20,1764121,11.39,25,440,Salaried,2869675.6165952366,17790.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
386,2016-01-21,8068121,6.98,25,383,Self-employed,13411233.55149932,56921.0,1,4.0,6777221.64,11170165.406711362,0.0,6777221.64,0.3,0.0
387,2016-01-22,4502630,11.87,15,690,Salaried,6446871.7438681675,53663.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
388,2016-01-23,6698848,9.79,10,890,Salaried,8393325.742219452,87749.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
389,2016-01-24,2107677,11.4,30,514,Self-employed,2573086.2191068656,20711.0,1,3.0,1896909.3,2194069.5699037896,0.0,1896909.3,0.3,0.0
390,2016-01-25,6738852,9.21,10,825,Self-employed,9156316.324574016,86133.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
391,2016-01-26,1288790,10.36,30,514,Salaried,1600387.7416195157,11654.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
392,2016-01-27,6084921,9.66,10,702,Self-employed,8594834.25613601,79271.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
393,2016-01-28,4693305,10.89,25,427,Salaried,5864125.318696678,45627.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
394,2016-01-29,5466271,6.99,20,776,Salaried,8929206.694794795,42347.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
395,2016-01-30,5385536,6.86,20,703,Self-employed,7508842.102279322,41303.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
396,2016-01-31,2352695,7.98,15,328,Self-employed,2810010.417084684,22456.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
397,2016-02-01,2589228,7.46,30,637,Self-employed,3079108.6091907853,18033.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
398,2016-02-02,2100567,11.73,30,660,Salaried,2577874.2513870383,21171.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
399,2016-02-03,8706358,7.82,30,868,Self-employed,13166085.133664181,62795.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
400,2016-02-04,1049115,12.36,25,691,Salaried,1556177.4804358424,11330.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
401,2016-02-05,1721747,8.52,30,517,Self-employed,1915549.6345752848,13263.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
402,2016-02-06,6392023,7.59,20,873,Salaried,10129773.754588623,51846.0,0,,0.0,0.0,0.0,0.0,0.02,0.0
403,2016-02-07,6957515,11.24,25,501,Self-employed,10635169.152175497,69402.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
404,2016-02-08,7232753,10.45,10,316,Salaried,11318722.763493821,97393.0,0,,0.0,0.0,0.0,0.0,0.3,0.0
405,2016-02-09,6246880,9.49,30,621,Self-employed,8945884.874784075,52482.0,0,,0.0,0.0,0.0,0.0,0.1,0.0
